top_k,rebalance_anchor,risk_budget_pct_percent,risk_budget_pct,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,win_rate,payoff_ratio,kelly_fraction,error
1,2,1.8,0.018000000000000002,ok,,0.7924781067435825,0.18653987533550742,9.941287165146262,0.2577058994397864,-0.36714594511996346,779,1.3213785984336532,0.5080809901755997,12.260905860508132,1.521420011357763,,,,
1,2,1.9,0.019,ok,,0.793620825969578,0.19197395908998427,10.663443978118405,0.2657485912066163,-0.37415643058704295,779,1.3228114071004555,0.5130847511795574,12.646059994165642,1.5180535216387787,,,,
1,2,2.0,0.02,ok,,0.7907898233682034,0.19590504101611206,11.213180929728674,0.2735186885506223,-0.37980728051996404,779,1.316589590665413,0.515801173552845,13.075353323236342,1.4982772256560537,,,,
1,2,2.1,0.021,ok,,0.7886104536702987,0.1997572746325751,11.775146787483603,0.2809853175830493,-0.3854389008698914,779,1.3111266089518419,0.5182592472678441,13.521994832046577,1.4772766674866529,,,,
1,2,2.2,0.022000000000000002,ok,,0.7848704309335638,0.20262760357389875,12.209379200466088,0.28787719860359845,-0.39105096536886597,779,1.3024920984356645,0.5181616247456813,13.915226365218565,1.4561574368662171,,,,
1,2,2.3,0.023,ok,,0.7797050899381684,0.20467050562258748,12.526740771033355,0.2944140692485665,-0.39645558487917776,779,1.2912748732905561,0.5162507817488864,14.283292159158067,1.4329364921052756,,,,
1,2,2.4,0.024,ok,,0.7744644140034206,0.20623073066536546,12.773871637774198,0.3003807978434385,-0.4015005068307005,779,1.280206097208176,0.5136499883730562,14.682809066082957,1.404572719955577,,,,
1,2,2.5,0.025,ok,,0.7724140109160186,0.20862564404882322,13.161380794876749,0.30593811666411413,-0.40653324354393694,906,1.2751712368508945,0.5131822485908845,15.09757152903287,1.3818490188811678,,,,
1,2,2.6,0.026000000000000002,ok,,0.7709262842808093,0.21078837056998756,13.51999497346367,0.31080012612916863,-0.4122899852343622,906,1.271643162910248,0.511262407817563,15.56152071057958,1.3545486619870126,,,,
1,2,2.7,0.027000000000000003,ok,,0.7677838727306985,0.21185625998200042,13.70016070832681,0.3148916712443858,-0.41770334298454836,906,1.2656944416093008,0.5071931157367763,16.00154577805772,1.323973714292718,,,,
1,2,2.8,0.027999999999999997,ok,,0.7639639042062437,0.21233584895445756,13.781746627292922,0.31847061062536924,-0.4198313878088479,1036,1.2587071727358687,0.5057645881663702,16.427357273106715,1.2925746084677499,,,,
1,2,2.9,0.028999999999999998,ok,,0.7601490714305712,0.21261467402079126,13.829372391787642,0.321757102202817,-0.42155082882981243,1037,1.2518661629972112,0.5043630790882102,16.85460821188173,1.2614631639488816,,,,
1,2,3.0,0.03,ok,,0.7561741458504094,0.21267781847690892,13.840177786300703,0.3248342554164119,-0.42358441673879554,1037,1.2447252631764794,0.5020907523329813,17.29564547395443,1.2296610658282812,,,,
1,3,0.1,0.001,ok,,2.4331047330498627,0.04370509451420124,0.8191482059876056,0.017641678150375626,-0.016100782806977132,196,4.205237955129991,2.7144701619887712,0.39549085910163734,11.050848207586373,,,,
1,3,0.2,0.002,ok,,1.672501494993916,0.05867392155176154,1.220118850100771,0.034439696379052295,-0.03439390921501029,208,2.8159936407570663,1.7059393041066382,0.9774583797949677,6.002702801941196,,,,
1,3,0.3,0.003,ok,,1.4068512578519585,0.07360887249332726,1.7007107404803867,0.051418279300201736,-0.05249706181316682,283,2.349098580266201,1.4021522338773134,1.6331626553010683,4.5071366440079235,,,,
1,3,0.4,0.004,ok,,1.2723270033542002,0.0884376890751124,2.2719892215916504,0.06843891726586072,-0.07246823359852694,426,2.1154976168899924,1.2203649058849155,2.3421892810885807,3.7758557683266813,,,,
1,3,0.5,0.005,ok,,1.1878498730413645,0.10279438155314624,2.9302279523462293,0.08544130893090289,-0.09438941299103254,647,1.9693791348367835,1.0890456704388258,3.116747785580214,3.298129608970269,,,,
1,3,0.6,0.006,ok,,1.1216600313820875,0.11571639926172561,3.625804934425142,0.10228219552520507,-0.12498444993204882,667,1.8541169660176364,0.9258463698855175,4.058959454371921,2.8508882772181185,,,,
1,3,0.7,0.006999999999999999,ok,,1.0800911736321288,0.12858981314966456,4.43100663036574,0.11850021061555478,-0.1483303664506449,669,1.7891977407713482,0.8669149563009488,4.919558075151543,2.61384886986426,,,,
1,3,0.8,0.008,ok,,1.0551924951914637,0.14186589142223993,5.396251196421217,0.1342684847584265,-0.1658388596382271,669,1.7555341600103755,0.8554442048848893,5.671231273869491,2.501500724823105,,,,
1,3,0.9,0.009000000000000001,ok,,1.034833054476468,0.1541205579897802,6.4263496542572325,0.14928479405000242,-0.18313678504754471,672,1.7249620408614852,0.8415598097879051,6.411415443849662,2.4038460670587933,,,,
1,3,1.0,0.01,ok,,1.015397669135236,0.1653214926158466,7.500599776019451,0.16391132997466862,-0.20056258516069758,680,1.694647781984995,0.824288799844624,7.152757256210323,2.3112974017440275,,,,
1,3,1.1,0.011000000000000001,ok,,0.9852639797485436,0.17288977425573693,8.306284148183714,0.17792901941301847,-0.2174976066203308,681,1.641975194675795,0.7949042609813063,7.975549795818962,2.1677474115498754,,,,
1,3,1.2,0.012,ok,,0.9619438196548902,0.17989079916341577,9.114167536778846,0.19092055066534344,-0.23491349762453306,682,1.6028317294684788,0.7657746403782163,8.867925009247998,2.0285557103360143,,,,
