top_k,rebalance_anchor,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,win_rate,payoff_ratio,kelly_fraction,error
2,3,ok,32779,0.37325504757457045,0.062098763274758495,1.376079187055041,0.2374478410209788,-0.507175909892706,2455,0.5611225855286056,0.12244028563560048,24.28155941170368,0.2557445435107721,0.5942028985507246,1.4183002329463856,0.30808780668031716,
2,4,ok,33268,0.4240461282468134,0.07489937146703829,1.8222862824383683,0.23692144870091822,-0.5066199537749524,3164,0.6397154645911852,0.14784133729622034,25.730714502947528,0.2910893572677834,0.5797101449275363,1.8503308850178257,0.35256706555964534,
2,5,ok,33083,0.42992358186065394,0.07638586236906919,1.8788738906625366,0.23685822371482942,-0.5079599535207399,2461,0.6492932988416694,0.15037772532977914,23.93888911274191,0.3190869133873527,0.6428571428571429,1.4753808614804207,0.40078889697757103,
2,6,ok,32952,0.4285612840660989,0.07626915008923829,1.8743929975831595,0.23796277787603218,-0.49869941006449026,2457,0.6488831587231532,0.15293611452112085,24.394348000288137,0.31265090621949576,0.6111111111111112,1.7139830464761676,0.38421920008059196,
2,7,ok,33451,0.4312384742093198,0.07670299090852817,1.8910821364143904,0.23676159191112464,-0.503656527533785,2455,0.6515763277974277,0.15229226013234382,23.214642737383116,0.3304078024212341,0.6081081081081081,1.792468811392595,0.3894756335004047,
2,8,ok,36384,0.4149289128539569,0.07265433269391641,1.7387810840875062,0.2372655610041433,-0.5024124549950282,2318,0.628496838137023,0.1446109306638017,22.013244118690764,0.3300482759477867,0.6081081081081081,1.6685579066241225,0.37323948872361246,
2,9,ok,36409,0.37420887960179977,0.06247491030971197,1.3881960386049905,0.23821018133825156,-0.49230287593764155,2455,0.56676210305082,0.12690340309453213,21.390481561981204,0.2920687415506951,0.5897435897435898,1.5996324620058278,0.33327441948057995,
2,10,ok,36107,0.36451794464111864,0.060166224228753284,1.3147228878152335,0.23929578331265516,-0.4939736202153576,2455,0.5525074671299028,0.12180048036274209,20.317635499805217,0.2961280815837556,0.5211267605633803,2.027873208454857,0.2849812079518842,
2,11,ok,38496,0.3870495641705052,0.06556362817482708,1.4898896294358002,0.23720346169001869,-0.49255747578532116,2318,0.5844768012520352,0.1331085840698978,22.101981784806032,0.29664139991237654,0.5492957746478874,1.9534064070233348,0.3185684545512411,
2,12,ok,36938,0.3444494742010728,0.05523688493990986,1.1648313807315382,0.24091092340990608,-0.4984557828450954,2455,0.5181626798746707,0.11081601787149045,23.225286040439112,0.23783080580249127,0.6285714285714286,1.2580339979356796,0.33332617125878655,
2,13,ok,39833,0.3668592428547423,0.060562303732597744,1.3271766342527958,0.23803867477903745,-0.49576916523676573,2303,0.5513924600205485,0.12215827037906815,21.577568496662188,0.2806725129477219,0.5733333333333334,1.578909005742715,0.303104545534404,
2,14,ok,38823,0.37953193893083537,0.06398647602634333,1.4374702665515215,0.23953502671747617,-0.5051456087951993,2317,0.5703652299795312,0.12666937000393744,22.203917282160816,0.28817651954482676,0.6029411764705882,1.5443104811082875,0.34583042809021125,
2,15,ok,38063,0.3622968526180335,0.059707861207403345,1.3003881977791063,0.24033053842455634,-0.5024954372709219,2049,0.5457554007476464,0.11882269326002193,19.17709836083875,0.3113498198941912,0.5942028985507246,1.4043755669573432,0.30525091804279175,
2,16,ok,37656,0.329963431461584,0.05124354402313136,1.05007724837601,0.23750309921920504,-0.49897964181916443,1421,0.4968398597751231,0.10269666280634064,18.885899914216886,0.27133228628706413,0.5882352941176471,1.4290962299699548,0.3001058475155734,
2,17,ok,35298,0.3144585892339218,0.04719286508029308,0.9394776049870688,0.23507950597086727,-0.4988400378900827,2290,0.47390013359255984,0.09460520707179448,20.252042030534515,0.23302768683345218,0.5277777777777778,1.677654033733746,0.24630006382309794,
2,18,ok,35819,0.4044345243137459,0.06979632893659149,1.6358013359365207,0.2361992620681476,-0.4988905502216293,2290,0.6134453563555677,0.13990308877485225,20.18222738553583,0.34583065388814827,0.5671641791044776,1.856606031730012,0.33403134774541976,
2,19,ok,35752,0.3776686637034583,0.06315702543344259,1.4103158365090733,0.23690535798623755,-0.5077205282728625,2316,0.5721709893596854,0.12439328708706521,22.191613584014917,0.2845986173756014,0.5714285714285714,1.6900091920059808,0.3178373894405435,
2,20,ok,35927,0.42503024862335614,0.07522867014864287,1.834732018451127,0.23728931232478465,-0.5067909772942907,2287,0.6444213597136711,0.14844121840977056,19.95368257171175,0.37701647241444164,0.578125,1.7864696742636148,0.3419748956474604,
